establecimiento_id,establecimiento_nombre,localidad_id,localidad_nombre,provincia_id,provincia_nombre,departamento_id,departamento_nombre,codloc,codent,origen_financiamiento,tipologia_id,tipologia_sigla,tipologia_nombre,cp,domicilio,sitio_web,longitud,latitud,coordinate_status
50500212361896,C.P.A. JALIFF ODONTOLOGIA.-,50021010001,GODOY CRUZ,50,MENDOZA,21,GODOY CRUZ,10,1,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,5501,JUAN B. JUSTO 1730,NA,-68.865833,-32.906847,valid_argentina_bounds
15060702322137,JUNTOS A LA PAR - APAND,6070010000,BARADERO,6,BUENOS AIRES,70,BARADERO,10,0,Privado,17,ESCIRES,Vivienda para personas mayores,2942,SANCHEZ DE LORIA Y LINO PIÑEIRO,NA,NA,NA,missing_or_non_numeric
10065602322140,CLINICA PRIVADA PASO DEL REY,6560010005,PASO DEL REY,6,BUENOS AIRES,560,MORENO,10,5,Privado,10,ESCIG,Bajo riesgo con internación simple,1742,Salvador María del Carril N°421,NA,-58.7613957216146,-34.653411145568,valid_argentina_bounds
50500072161897,CENTRO DE PROMOCION DE LA SALUD Y MEDICINA DEPORTIVA.-,50007010009,9A. SECCION,50,MENDOZA,7,CAPITAL,10,9,Provincial,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,5500,AVENIDA DEL LIBERTADOR S/N ACONCAGUA ARENA,www.mendoza.gov.ar,-68.884033,-32.884661,valid_argentina_bounds
50500072361898,C.D.C. CENTRO MEDICO.-,50007010002,2A. SECCION,50,MENDOZA,7,CAPITAL,10,2,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,5500,PRIMITIVO DE LA RETA 672,www.clinicadecuyosa.org,-68.841902,-32.895553,valid_argentina_bounds
50140142336881,C.P.A. CONSULTORIO DE KINESIOLOGIA  KINESTETICA,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,5000,Rita Flores de Maldonado N° 2742,NA,-64.2132488044307,-31.3819537158738,valid_argentina_bounds
51821052389173,LABORATORIO DE ANALISIS CLINICOS BIOQ. GRISELDA REVELLI,82105060000,BERNARDO DE IRIGOYEN,82,SANTA FE,105,SAN JERÓNIMO,60,0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,2248,San Jerónimo 769,NA,-61.1568931524582,-32.1713193348264,valid_argentina_bounds
50060142221768,CAPS 4 ESTACION VASQUEZ (SALA DE PRIMEROS AUXILIOS),6014040000,VASQUEZ,6,BUENOS AIRES,14,ADOLFO GONZALES CHAVES,40,0,Municipal,50,ESSIDT,Sin atención médica en forma periódica (menor a 3 veces por semana),7519,calle 13 s/n Sección Quintas,NA,-60.1701627409999,-38.1760715779999,valid_argentina_bounds
50900702399770,CONSULTORIO CARDIOLOGICO,90070030000,MONTEROS,90,TUCUMÁN,70,MONTEROS,30,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,4142,calle San Martin N° 220,NA,NA,NA,missing_or_non_numeric
50901052399816,CONSULTORIO DE PSICOLOGIA NIETO BARTHABURU,90105080000,TAFI VIEJO,90,TUCUMÁN,105,TAFÍ VIEJO,80,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,4103,Calle Congreso N° 92,NA,-65.25987960488605,-26.730087912848887,recovered_from_healthsites
50900842399821,CONSULTORIO DE NUTRICION-VIGLIANO,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,4000,Congreso N°693,NA,-65.20735991088515,-26.847802638607213,recovered_from_healthsites
15820842389239,HOLEPAM LOURDES TIPO(A),82084270000,ROSARIO,82,SANTA FE,84,ROSARIO,270,0,Privado,17,ESCIRES,Vivienda para personas mayores,2000,San Nicolas Nº 1823,NA,-60.6754357534457,-32.9525791609686,valid_argentina_bounds
50821192189246,CAPS DE BARRIO TIERRA DE SUEÑOS 3,82119110000,ROLDAN,82,SANTA FE,119,SAN LORENZO,110,0,Provincial,50,ESSIDT,Con guardia permanente,2134,SECTOR B - MANZANA 45 LOTE 1233,NA,-60.88012047095081,-32.93733337195989,recovered_from_healthsites
50060912322006,CEFIRE,6091010001,BERAZATEGUI,6,BUENOS AIRES,91,BERAZATEGUI,10,1,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,1884,18 N° 3829,NA,-58.2165030522418,-34.7709386043384,valid_argentina_bounds
50420212354669,CONSULTORIO ODONTOLOGICO ANA PAULA FERRARI,42021020000,SANTA ROSA,42,LA PAMPA,21,CAPITAL,20,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,6300,JOSE INGENIEROS 786,NA,-64.2925666719173,-36.6290787897983,valid_argentina_bounds
50500632361874,SUMAR SALUD.-,50063120000,UGARTECHE,50,MENDOZA,63,LUJÁN DE CUYO,120,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,5509,BARRIO EL PORVENIR - RUTA PROVINCIAL 16 ESQUINA CALLE 1,NA,-68.885368,-33.204531,valid_argentina_bounds
53300842344025,CENTAURI S.R.L.,30084160000,PARANA,30,ENTRE RÍOS,84,PARANÁ,160,0,Privado,53,ESCL,Internación Domiciliaria,3100,9 DE JULIO N° 319,NA,NA,NA,missing_or_non_numeric
51140562336517,LABORATORIO DE ANALISIS CLINICOS DRA. BARILE,14056100000,LA CARLOTA,14,CÓRDOBA,56,JUÁREZ CELMAN,100,0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,2670,Sarmiento 1070,NA,NA,NA,missing_or_non_numeric
51820422389189,LABORATORIO DE ANALISIS CLINICOS DRA. MARIANELA ZOPPI,82042130000,HUGHES,82,SANTA FE,42,GENERAL LÓPEZ,130,0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,2725,SAN MARTIN 394,NA,-61.3370519312308,-33.8031142002965,valid_argentina_bounds
52221402127615,HOSPITAL DE DIA CON  ALAS - SERVICIO DE SALUD MENTAL,22140060000,RESISTENCIA,22,CHACO,140,SAN FERNANDO,60,0,Provincial,52,ESSIT,Centro de salud mental,3500,AV. 9 DE JULIO 1100 (PREDIO HOSPITAL DR. JULIO C. PERRANDO),NA,-58.97562033576321,-27.458243268584674,recovered_from_healthsites
52068402321921,CENTRO DE DIA TWEETY,6840010010,PABLO PODESTA,6,BUENOS AIRES,840,TRES DE FEBRERO,10,10,Privado,52,ESSIT,Centro de día,1657,Benito Pérez Galdós N° 9347,NA,-58.615600191909,-34.5749213160901,valid_argentina_bounds
50300702344029,CENTRO INTEGRAL DE REHABILITACION,30070040000,LA PAZ,30,ENTRE RÍOS,70,LA PAZ,40,0,Privado,50,ESSIDT,Con atención médica general por lo menos 3 días de la semana,3190,3 DE FEBRERO N° 714,NA,NA,NA,missing_or_non_numeric
50900842399935,CONSULTORIO DE PSICOLOGIA MURATORE,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,4000,Bolivar  440 Primero F,NA,-65.20735991088515,-26.847802638607213,recovered_from_healthsites
50500072361902,C.P.A. LA QUINTA SALUD.-,50007010005,5A. SECCION,50,MENDOZA,7,CAPITAL,10,5,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,5500,MARTÍNEZ DE ROZAS 422 PLANTA BAJA LOCAL A,NA,-68.857593,-32.895414,valid_argentina_bounds
15700282378553,RESIDENCIA GERIATRICA QUERENCIA,70028010000,SAN JUAN,70,SAN JUAN,28,CAPITAL,10,0,Privado,17,ESCIRES,Vivienda para personas mayores,5400,SALTA NORTE 129,NA,-68.5352222222222,-31.5334444,valid_argentina_bounds
52064272322175,CENTRO LIMA,6427010005,ISIDRO CASANOVA,6,BUENOS AIRES,427,LA MATANZA,10,5,Privado,52,ESSIT,Centro Rehabilitación motora,1765,Lorenzo Miguel (ex Lima) N° 5551,NA,-58.58846495792538,-34.70296812545493,recovered_from_healthsites
10580562168665,HTAL SAN MARTIN DE LOS ANDES - DR RAMON CARRILLO (NUEVO),58056010000,SAN MARTIN DE LOS ANDES,58,NEUQUÉN,56,LÁCAR,10,0,Provincial,10,ESCIG,Alto riesgo con terapia intensiva,8316,Pasaje del Pueblo 247,NA,-71.32906058179674,-40.14786773701652,recovered_from_healthsites
50260212330405,DIAGNOS KM 5,26021030018,COMODORO RIVADAVIA,26,CHUBUT,21,ESCALANTE,30,18,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,3240,JOSE INGENIEROS 1205  LOCAL 5,NA,-67.52011000322419,-45.861986257194616,recovered_from_healthsites
51140632336889,LABORATORIO DRES GIL,14063090000,CORRAL DE BUSTOS,14,CÓRDOBA,63,MARCOS JUÁREZ,90,0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,2645,Montevideo 72,NA,NA,NA,missing_or_non_numeric
50820492289264,CENTRO DE SALUD MUNICIPAL CAMPO BELLO,82049230000,VILLA OCAMPO,82,SANTA FE,49,GENERAL OBLIGADO,230,0,Municipal,50,ESSIDT,Con atención médica general por lo menos 3 días de la semana,3580,KM 407 CAMINO RURAL Nº13,NA,NA,NA,missing_or_non_numeric
50820492289265,CENTRO DE SALUD MUNICIPAL VILLA ADELA,82049230000,VILLA OCAMPO,82,SANTA FE,49,GENERAL OBLIGADO,230,0,Municipal,50,ESSIDT,Con atención médica general por lo menos 3 días de la semana,3580,RUTA 32 Y CAMINO RURAL Nº 32,NA,NA,NA,missing_or_non_numeric
51067562321631,LABORATORIO DE ANALISIS CLINICOS DRA. MARCELA OREGLIA,6756010003,BOULOGNE SUR MER,6,BUENOS AIRES,756,SAN ISIDRO,10,3,Privado,51,ESSID,Laboratorio de Análisis Clínicos,1642,BULNES 60,NA,-58.5679106733783,-34.5110931888992,valid_argentina_bounds
53300702343974,CENTRO OPTICO REFLEJOS,30070040000,LA PAZ,30,ENTRE RÍOS,70,LA PAZ,40,0,Privado,53,ESCL,Óptica,3190,Belgrano 784,NA,NA,NA,missing_or_non_numeric
50140142336418,C.P.A. CONSULTORIO MEDICO,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,5000,Avellaneda N° 34,NA,-64.1959600939888,-31.4120398779711,valid_argentina_bounds
50900842399727,CONSULTORIO DE FONOAUDIOLOGIA QUIROGA,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,4000,Pje Andres Chazarreta N° 1550,NA,-65.20735991088515,-26.847802638607213,recovered_from_healthsites
50140212236728,CENTRO DE ATENCION PRIMARIA DE LA SALUD GUILLERMINA BLANCA VERON,14021240000,SALDAN,14,CÓRDOBA,21,COLÓN,240,0,Municipal,50,ESSIDT,Con atención médica general por lo menos 3 días de la semana,5149,AV. Eva Perón s/n,NA,-64.3071889718403,-31.3135645786353,valid_argentina_bounds
50900842399807,CONSULTORIO ODONTOLOGICO DANTUR,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,4000,Virgen de la Merced N° 550,NA,-65.2003126379407,-26.82416402330958,recovered_from_healthsites
50900842399818,CONSULTORIO MEDICO-LEVIN,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,4000,Balcarce N°309,NA,-65.19737357362634,-26.82589750853083,recovered_from_healthsites
50940072195655,CENTRO DE LA SECRETARIA DE ATENCION A LAS PERSONAS CON DISCAPACIDAD,94007020000,TOLHUIN,94,TIERRA DEL FUEGO,7,RÍO GRANDE,20,0,Provincial,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,9412,POLICIA FUEGUINA 547,NA,-67.19495776709141,-54.51071163736044,recovered_from_healthsites
52901052399871,CONSULTORIO DE KINESIOLOGIA EKILIBRIO,90105080000,TAFI VIEJO,90,TUCUMÁN,105,TAFÍ VIEJO,80,0,Privado,52,ESSIT,Centro Rehabilitación motora,4103,Sector 7 Manzana 1 Casa 3 Lomas de Tafi - Tafí Viejo Tucuman,NA,-65.25987960488605,-26.730087912848887,recovered_from_healthsites
52420212354667,CENTRO ONCOLOGICO DE DIA COIP SRL,42021020000,SANTA ROSA,42,LA PAMPA,21,CAPITAL,20,0,Privado,52,ESSIT,Centro tratamientos oncológicos,6300,TELEN 1639,NA,-64.2999547922642,-36.6352193447735,valid_argentina_bounds
51064972321793,LABORATORIO ADRIANA POMBO,6497000007,JOSE MARIA JAUREGUI,6,BUENOS AIRES,497,LUJÁN,0,0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,6706,Güemes 309,NA,NA,NA,missing_or_non_numeric
51067282321799,LABORATORIO DE ANALISIS CLINICOS DRA. MARIA LUISA FUERTES,6728040000,SAN ANDRES DE GILES,6,BUENOS AIRES,728,SAN ANDRÉS DE GILES,40,0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,6720,SAN MARTIN 443,NA,-59.447715361234,-34.4414011081465,valid_argentina_bounds
51820632389205,LABORATORIO DE ANALISIS CLINICOS BIOQ. MARIA BELEN AMBROGGIO,82063170000,SANTA FE,82,SANTA FE,63,LA CAPITAL,170,0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,3000,Javier de la Rosa 2603,NA,-60.6925794775459,-31.5991192383941,valid_argentina_bounds
50900842399813,CONSULTORIO ODONTOLOGICO ASSEPH,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,4000,calle Santiago del Estero N° 158,NA,-65.20413911059187,-26.834527264581197,recovered_from_healthsites
50460142355802,C.P.A CONSULTORIO ODONTOLOGICO BORDON M.LAURA,46014010000,LA RIOJA,46,LA RIOJA,14,CAPITAL,10,0,Privado,50,ESSIDT,Sin atención médica en forma periódica (menor a 3 veces por semana),5300,BALTAZAR JARAMILLO 355,NA,-66.85958531596658,-29.42289766545761,recovered_from_healthsites
50500492361790,CEMYD NORTE.-,50049050002,LAS HERAS,50,MENDOZA,49,LAS HERAS,50,2,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,5539,GRAL. JULIO ARGENTINO ROCA 299,www.cemyd-norte.negocio.site,-68.841206,-32.851731,valid_argentina_bounds
53820842389244,POSTA DE VACUNACION LDC COMPANY ARGENTINA,82084150000,GENERAL LAGOS,82,SANTA FE,84,ROSARIO,150,0,Privado,53,ESCL,Vacunatorios,2126,Ruta 21 Km 16,NA,-60.5482736256141,-33.1097510454949,valid_argentina_bounds
51700142378542,LABORATORIO DE ANALISIS CLINICOS LABEC,70014020001,VILLA EL SALVADOR,70,SAN JUAN,14,ANGACO,20,1,Privado,51,ESSID,Laboratorio de Análisis Clínicos,5415,ALEM Y SEGOVIA LOCAL 1,NA,-68.4051388888889,-31.4573333,valid_argentina_bounds
52500982361852,CORAZONES FELICES.-,50098100001,PALMIRA,50,MENDOZA,98,SAN MARTÍN,100,1,Privado,52,ESSIT,Centro de día,2428,AV. LIBERTADOR 1649,NA,-68.547366,-33.057375,valid_argentina_bounds
50420212354663,CONSULTORIO MEDICO DRA. LAURA VICENTE CAMPO,42021020000,SANTA ROSA,42,LA PAMPA,21,CAPITAL,20,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,6300,9 DE JULIO 431,NA,-64.2967828502517,-36.6199218642876,valid_argentina_bounds
14501052361893,INSTITUTO DE MICROCIRUGIA OCULAR Y ESTETICA.-,50105210002,SAN RAFAEL,50,MENDOZA,105,SAN RAFAEL,210,2,Privado,14,ESCIE,Mediano riesgo con internación con cuidados especiales,5600,AV. ING. JULIO BALLOFFET 555,NA,-68.347297,-34.618135,valid_argentina_bounds
50900842399950,CONSULTORIO DE NUTRICION BERTINI LOPEZ,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,4000,Junin 616 Piso 7 Depto B,NA,-65.20672425716864,-26.820638702479783,recovered_from_healthsites
10064903222144,CENTRO DE ASISTENCIA SANITARIA PENITENCIARIA N°58,6490010003,LOMAS DE ZAMORA,6,BUENOS AIRES,490,LOMAS DE ZAMORA,10,3,Servicio Penitenciario Provincial,10,ESCIG,Bajo riesgo con internación simple,1832,Av. CAPITAN GIACHINO 1857,NA,-58.4652734,-34.7560633,valid_argentina_bounds
10064273222146,CENTRO DE ASISTENCIA SANITARIA PENITENCIARIA N°43,6427010003,GONZALEZ CATAN,6,BUENOS AIRES,427,LA MATANZA,10,3,Servicio Penitenciario Provincial,10,ESCIG,Bajo riesgo con internación simple,1759,Domingo Scarlatti 5100entre Jáchal y Tunuyan,NA,-58.6529969,-34.785388,valid_argentina_bounds
13260072330399,VIVIENDAS ASISTIDAS GALES,26007020000,PUERTO MADRYN,26,CHUBUT,7,BIEDMA,20,0,Privado,13,ESCIESM,Bajo riesgo con internación simple,9120,AVENIDA GALES 1139,NA,-65.03419975766168,-42.76668370395992,recovered_from_healthsites
53063712222150,SISTEMA DE EMERGENCIAS MEDICAS SEM,6371010017,VILLA JOSE LEON SUAREZ,6,BUENOS AIRES,371,GENERAL SAN MARTÍN,10,17,Municipal,53,ESCL,Sistema de Atención extra hospitalaria,1655,San Ramón N° 6574,NA,-58.5805181339999,-34.5460095109999,valid_argentina_bounds
51460142355786,LABORATORIO DE ANALISIS CLINICOS YALA VIVIANA,46014010000,LA RIOJA,46,LA RIOJA,14,CAPITAL,10,0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,5300,BOGOTA Nº3246,NA,-66.85958531596658,-29.42289766545761,recovered_from_healthsites
52500282361584,ESTIMULO KINESIO.-,50028020003,CAPILLA DEL ROSARIO,50,MENDOZA,28,GUAYMALLÉN,20,3,Privado,52,ESSIT,Centro Rehabilitación motora,5523,BARRIO 6 DE OCTUBRE - HIGUERITA 1560,NA,-68.772034,-32.909226,valid_argentina_bounds
50140142336429,C.P.A. CONSULTORIO MEDICO ECCO S.A. NUEVO CENTRO,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,5000,Duarte Quirós N° 1400,NA,-64.2043661025521,-31.413136471263,valid_argentina_bounds
51300842344010,CAVALLARO LUCRECIA LABORATORIO DE ANALISIS CLINICOS,30084160000,PARANA,30,ENTRE RÍOS,84,PARANÁ,160,0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,3100,RONDEAU 1727 D.2,NA,NA,NA,missing_or_non_numeric
50900842399844,CONSULTORIO ODONTOLOGICO ASTORGA,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,4000,Av Gobernador Miguel Critto S/N Tafí del Valle Tucuman,NA,-65.20413911059187,-26.834527264581197,recovered_from_healthsites
53901192399855,SERVICIO DE TRASLADOS PROGRAMADOS JUAREZ WALTER,90119030002,YERBA BUENA - MARCOS PAZ,90,TUCUMÁN,119,YERBA BUENA,30,2,Privado,53,ESCL,Sistema de Atención extra hospitalaria,4124,Plan 60 Viviendas e Infraestructura en Yerba Buena II Mz D Lote 10 Unidad 01,NA,NA,NA,missing_or_non_numeric
50064272322041,CEMM,6427010013,VILLA EDUARDO MADERO,6,BUENOS AIRES,427,LA MATANZA,10,13,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,1768,Avenida Velez Sarsfield Nº 502,NA,NA,NA,missing_or_non_numeric
50500072361877,C.I.M.O. CONSULTORIOS.-,50007010005,5A. SECCION,50,MENDOZA,7,CAPITAL,10,5,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,5500,PASO DE LOS ANDES 418 PLANTA BAJA,NA,-68.859458,-32.895423,valid_argentina_bounds
52940072395668,GABINETE DE PSICOPEDAGOGIA CARLA  RAQUEL CUELLO,94007010000,RIO GRANDE,94,TIERRA DEL FUEGO,7,RÍO GRANDE,10,0,Privado,52,ESSIT,Otros,9420,RIVADAVIA 1018,NA,-67.7043028711718,-53.7893947660281,valid_argentina_bounds
51180212540360,LABORATORIO DE BIOQUIMICA APLICADA,18021020000,CORRIENTES,18,CORRIENTES,21,CAPITAL,20,0,Universitario público,51,ESSID,Laboratorio de Análisis Clínicos,3400,Av Libertad y Ruta 12,NA,-58.7675404972245,-27.4610108672826,valid_argentina_bounds
53020132319681,PAN AS SRL,2013010002,COLEGIALES,2,CABA,13,COMUNA 13,10,2,Privado,53,ESCL,Internación Domiciliaria,1426,Av. Federico Lacroze N° 3155 Piso 1,NA,-58.4493237112408,-34.5772170489827,valid_argentina_bounds
50063572322085,POLICONSULTORIOS AECN,6357110003,MAR DEL PLATA,6,BUENOS AIRES,357,GENERAL PUEYRREDÓN,110,3,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,7600,25 de Mayo N° 2847 1° Piso,NA,-57.5480073143483,-37.9964605563172,valid_argentina_bounds
50020062319683,CENTRO MEDICO HOSPITAL ITALIANO CABALLITO,2006010001,CABALLITO,2,CABA,6,COMUNA 6,10,1,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,1424,Av. Juan Bautista Alberdi Nº 447,NA,-58.4340191191439,-34.6226335799079,valid_argentina_bounds
51821052389160,LABORATORIO DE ANALISIS CLINICOS DELTA,82105130000,GALVEZ,82,SANTA FE,105,SAN JERÓNIMO,130,0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,2252,RF Coulin 642,NA,-61.218479778569446,-32.0325130527506,recovered_from_healthsites
51180492340345,LABORATORIO DE ANALISIS CLINICOS DR GODOY RAUL,18049010000,ESQUINA,18,CORRIENTES,49,ESQUINA,10,0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,3196,San Martin N° 394,NA,-59.5322692718982,-30.0189509953266,valid_argentina_bounds
51500072361668,LABORATORIO GERBIO.-,50007010002,2A. SECCION,50,MENDOZA,7,CAPITAL,10,2,Privado,51,ESSID,Laboratorio de Análisis Clínicos,5500,AVENIDA BELGRANO 1007,NA,-68.850071,-32.889847,valid_argentina_bounds
50140142336732,CONSULTORIO DE NUTRICION QUINTERO CURET,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,5000,Angel de Peredo N°587,NA,-64.1970597456207,-31.4253697104408,valid_argentina_bounds
51140632336751,CENTRO MEDICO DIAGNOSTICO AVELLANEDA,14063180000,MARCOS JUAREZ,14,CÓRDOBA,63,MARCOS JUÁREZ,180,0,Privado,51,ESSID,Diagnostico por Imágenes,2580,AVELLANEDA 631,NA,NA,NA,missing_or_non_numeric
53660282374691,OPTICA SARMIENTO,66028050000,SALTA,66,SALTA,28,CAPITAL,50,0,Privado,53,ESCL,Óptica,4400,SARMIENTO 1093,NA,-65.4151678341286,-24.7758451882711,valid_argentina_bounds
50260352330356,CONSULTORIOS DEL SUR - ESQUEL,26035030000,ESQUEL,26,CHUBUT,35,FUTALEUFÚ,30,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,9200,ALMAFUERTE 945,NA,-71.3167705102175,-42.9178399011988,valid_argentina_bounds
50300882344023,CONSULTORIO OFTALMOLOGICO,30088020000,SAN SALVADOR,30,ENTRE RÍOS,88,SAN SALVADOR,20,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,3218,Dr. Raúl Ricardo Alfonsín 359,NA,NA,NA,missing_or_non_numeric
50500072361895,C.P.A. CONSULTORIOS BARRERAS - LARREA.-,50007010002,2A. SECCION,50,MENDOZA,7,CAPITAL,10,2,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,5500,AV. BARTOLOMÉ MITRE 870 PISO 7 LOCAL 8,NA,-68.846747,-32.892231,valid_argentina_bounds
50820492289266,CENTRO DE SALUD MUNICIPAL ISLETA,82049230000,VILLA OCAMPO,82,SANTA FE,49,GENERAL OBLIGADO,230,0,Municipal,50,ESSIDT,Con atención médica general por lo menos 3 días de la semana,3580,ISLETA. CAMINO RURAL Nº 10 Y CALLE PUBLICA,NA,NA,NA,missing_or_non_numeric
50820842289267,CENTRO ENA RICHIGER (EX BARRIO OLIMPICO),82084270000,ROSARIO,82,SANTA FE,84,ROSARIO,270,0,Municipal,50,ESSIDT,Con atención médica general por lo menos 3 días de la semana,2000,Salvat 2415,NA,-60.7150622455137,-32.8829421838622,valid_argentina_bounds
50421472354680,CONSULTORIO MEDICO CENTRO MEDICO TRENEL,42147030000,TRENEL,42,LA PAMPA,147,TRENEL,30,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,6369,JOSE INGENIEROS 238,NA,-64.1319871935868,-35.698622363298,valid_argentina_bounds
15061822322180,EL ROSEDAL,6182030000,PUNTA ALTA,6,BUENOS AIRES,182,CORONEL DE MARINA L. ROSALES,30,0,Privado,17,ESCIRES,Vivienda para personas mayores,8109,Paso N° 171,NA,-62.0764794349713,-38.8849469328269,valid_argentina_bounds
50100492324951,CONSULTORIO PEDIATRICO - DR PABLO MATIAS LACHNER,10049030000,SAN FERNANDO DEL VALLE DE CATAMARCA,10,CATAMARCA,49,CAPITAL,30,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,4700,RAMON DE LA QUINTANA N° 37,NA,-65.77738648386874,-28.461052852762908,recovered_from_healthsites
50140142336424,C.P.A. CONSULTORIO RADIOLOGICO PRIVADO PLAZA COLON,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,5000,Rodriguez Peña N° 319 / 323,NA,-64.19952488306706,-31.441858880305645,recovered_from_healthsites
50661472174661,PUESTO SANITARIO ZONA NORTE,66147030000,ROSARIO DE LERMA,66,SALTA,147,ROSARIO DE LERMA,30,0,Provincial,50,ESSIDT,Sin atención médica en forma periódica (menor a 3 veces por semana),4405,Calle Las Palmeras esquina Los Eucaliptos,NA,-65.592951,-24.960617,valid_argentina_bounds
50820212389181,CENTRO MEDICO ASOC MUTUAL CLUB SPORTIVO BEN HUR,82021310000,RAFAELA,82,SANTA FE,21,CASTELLANOS,310,0,Privado,50,ESSIDT,Con atención médica diaria y con especialidades y/o otras profesiones,2300,Sargento Cabral 384,NA,-61.489587191402,-31.2566393574406,valid_argentina_bounds
51820842389185,LABORATORIO DE ANALISIS CLINICOS BIOQ. MASSONAT DANIEL Y ESCOBAR CLAUDIA,82084270000,ROSARIO,82,SANTA FE,84,ROSARIO,270,0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,2000,Anchorena 727,NA,-60.6457953998673,-32.9976630938231,valid_argentina_bounds
51820632389190,LABORATORIO DE ANALISIS CLINICOS CENTRO MEDICO ENDO,82063170000,SANTA FE,82,SANTA FE,63,LA CAPITAL,170,0,Privado,51,ESSID,Laboratorio de Análisis Clínicos,3000,HIPOLITO IRIGOYEN 3446,NA,-60.7162253821771,-31.6402375932781,valid_argentina_bounds
